protocol=4 seed=67 ops=10000
DET scan_inverted 0
DET scan_snapshot 1
DET delrange_empty ok
SCAN [key4291, key7368) key5834=>value38460
SCAN [key8023, key9846) key8230=>value59915 key8326=>value55543 key9000=>value45705 key9031=>value83921 key9117=>value80293 key9151=>value70508 key9153=>value50685 key9159=>value32191 key9183=>value44027 key9189=>value97403 key9196=>value38647 key9243=>value32042 key9250=>value89449 key9317=>value48591 key9366=>value16518 key9425=>value98092 key9434=>value83499 key9453=>value11972 key9500=>value61203 key9520=>value50272 key953=>value25593 key9549=>value15034 key9562=>value59486 key9567=>value34861 key9583=>value8507 key9588=>value52759 key9598=>value67864 key9637=>value94654 key9645=>value22193 key965=>value34818 key968=>value68094 key9736=>value94886 key9754=>value43712 key9758=>value6130 key9759=>value79400 key9817=>value53363 key9818=>value58168 key9826=>value99452 key983=>value21337 key9831=>value91890 key9836=>value37760 key9839=>value86795 key9845=>value94774
SCAN [key2801, key6595) key2854=>value26260 key3299=>value38059 key3413=>value70634 key3609=>value31404 key4178=>value61608 key4189=>value74021 key4835=>value67859 key4932=>value38775 key5015=>value33287 key5193=>value7932 key5522=>value90140 key655=>value51919
GET key9981 => value60357
SCAN [key6469, key9114) key655=>value51919 key7144=>value69335 key7994=>value15947 key80=>value56083 key8230=>value59915 key8326=>value55543 key9000=>value45705 key9031=>value83921
SCAN [key27, key9445) key2854=>value26260 key3299=>value38059 key3413=>value70634 key3609=>value31404 key4178=>value61608 key4189=>value74021 key4835=>value67859 key4932=>value38775 key5015=>value33287 key5193=>value7932 key5522=>value90140 key655=>value51919 key7144=>value69335 key7994=>value15947 key80=>value56083 key8230=>value59915 key8326=>value55543 key9000=>value45705 key9031=>value83921 key9117=>value80293 key9151=>value70508 key9153=>value50685 key9159=>value32191 key9183=>value44027 key9189=>value97403 key9196=>value38647 key9243=>value32042 key9250=>value89449 key9317=>value48591 key9366=>value16518 key9425=>value98092 key9434=>value83499
SCAN [key8118, key8539) key8230=>value59915 key8326=>value55543
SCAN [key1349, key30) key1351=>value91059 key1382=>value64059 key1385=>value49010 key1392=>value6785 key1416=>value99330 key1455=>value29246 key1462=>value63085 key151=>value89331 key1550=>value83856 key1614=>value67081 key1739=>value56111 key1802=>value47913 key1807=>value82158 key1841=>value30756 key1843=>value15589 key1945=>value80292 key2124=>value87662 key2652=>value18201
SCAN [key138, key4023) key1382=>value64059 key1385=>value49010 key1392=>value6785 key1416=>value99330 key1455=>value29246 key1462=>value63085 key151=>value89331 key1550=>value83856 key1614=>value67081 key1739=>value56111 key1802=>value47913 key1807=>value82158 key1841=>value30756 key1843=>value15589 key1945=>value80292 key2124=>value87662 key2652=>value18201 key3640=>value2367 key3958=>value94939
SCAN [key2505, key6726) key2652=>value18201 key3640=>value2367 key3958=>value94939 key4235=>value97279 key4282=>value34377 key4745=>value42886 key4785=>value75954 key4859=>value11016 key506=>value18314 key5667=>value63601 key6003=>value66881 key6520=>value15817
SCAN [key2031, key2441) key2040=>value80557 key2124=>value87662
SCAN [key1379, key9451) key1382=>value64059 key1385=>value49010 key1392=>value6785 key1416=>value99330 key1455=>value29246 key1462=>value63085 key151=>value89331 key1550=>value83856 key1614=>value67081 key1739=>value56111 key1802=>value47913 key1807=>value82158 key1841=>value30756 key1843=>value15589 key1945=>value80292 key2040=>value80557 key2124=>value87662 key2652=>value18201 key2981=>value7981 key4745=>value42886 key4785=>value75954 key4859=>value11016 key506=>value18314 key538=>value34915 key5667=>value63601 key5848=>value54460 key6003=>value66881 key6188=>value29019 key6463=>value63107 key6476=>value76371 key6520=>value15817 key7677=>value60582 key7994=>value15947 key80=>value56083 key8230=>value59915 key8324=>value11242 key8326=>value55543 key861=>value13613 key8828=>value21494 key9000=>value45705 key9031=>value83921 key9117=>value80293 key9151=>value70508 key9153=>value50685 key9159=>value32191 key9183=>value44027 key9189=>value97403 key9196=>value38647 key9243=>value32042 key9250=>value89449 key9317=>value48591
SCAN [key2989, key9737) key3099=>value90499 key3403=>value51426 key3972=>value88494 key5549=>value51683 key726=>value63056 key7677=>value60582 key7994=>value15947 key80=>value56083 key8098=>value82881 key8230=>value59915 key8324=>value11242 key8326=>value55543 key861=>value13613 key8828=>value21494 key9000=>value45705 key9031=>value83921 key9117=>value80293 key9151=>value70508 key9153=>value50685 key9159=>value32191 key9183=>value44027 key9189=>value97403 key9196=>value38647 key9243=>value32042 key9250=>value89449 key9276=>value31823 key9317=>value48591 key9707=>value20215 key9736=>value94886
SCAN [key5670, key8592) key5826=>value79661 key6105=>value76567 key726=>value63056 key7511=>value91153 key7677=>value60582 key7994=>value15947 key80=>value56083 key8098=>value82881 key8230=>value59915 key8324=>value11242 key8326=>value55543
SCAN [key4331, key783) key7677=>value60582
SCAN [key1053, key2793) key1054=>value25105 key1060=>value14704 key1066=>value49145 key1072=>value59162 key1075=>value56623 key108=>value59654 key1101=>value32303 key1116=>value51966 key1150=>value57670 key1191=>value56698 key1225=>value50852 key1228=>value62266 key1283=>value85689 key1287=>value15816 key1292=>value35098 key1299=>value48223 key131=>value24177 key1311=>value91294 key1314=>value37364 key1318=>value34661 key1331=>value79884 key1334=>value59789 key1351=>value91059 key1382=>value64059 key1385=>value49010 key1392=>value6785 key1416=>value99330 key1455=>value29246 key1462=>value63085 key151=>value89331 key1550=>value83856 key1578=>value57050 key1614=>value67081 key1739=>value56111 key1802=>value47913 key1807=>value82158 key1841=>value30756 key1843=>value15589 key1945=>value80292 key2040=>value80557 key2124=>value87662 key2227=>value22911 key248=>value45135 key2652=>value18201
SCAN [key1429, key5657) key1455=>value29246 key1462=>value63085 key151=>value89331 key1550=>value83856 key1578=>value57050 key1614=>value67081 key1739=>value56111 key1802=>value47913 key1807=>value82158 key1841=>value30756 key1843=>value15589 key1945=>value80292 key2040=>value80557 key2124=>value87662 key2227=>value22911 key2398=>value59280 key248=>value45135 key2652=>value18201 key2965=>value74386 key2981=>value7981 key3099=>value90499 key3403=>value51426 key3973=>value32999 key3986=>value48833 key4309=>value41202
SCAN [key6561, key780) key6918=>value38183
SCAN [key1542, key5423) key1550=>value83856 key1578=>value57050 key1608=>value18184 key1614=>value67081 key1739=>value56111 key1802=>value47913 key1807=>value82158 key1841=>value30756 key1843=>value15589 key1945=>value80292 key2040=>value80557 key2124=>value87662 key2227=>value22911 key2398=>value59280 key248=>value45135 key2652=>value18201 key2965=>value74386 key2981=>value7981 key3099=>value90499 key3403=>value51426 key3973=>value32999 key3986=>value48833 key4309=>value41202
SCAN [key2086, key3549) key2124=>value87662 key2227=>value22911 key2398=>value59280 key248=>value45135 key2648=>value64898 key2652=>value18201 key2965=>value74386 key2981=>value7981 key3099=>value90499 key3403=>value51426
SCAN [key3023, key6691)
SCAN [key5971, key9096) key8888=>value16711
SCAN [key3835, key9227) key386=>value55896 key3925=>value45400 key7364=>value62680 key7712=>value70833 key8098=>value15110 key8402=>value28791 key8888=>value16711
SCAN [key2789, key7152) key3706=>value97385 key6616=>value54900
SCAN [key1452, key823) key2053=>value58503 key3706=>value97385 key4309=>value43736 key4647=>value85815 key6616=>value54900
SCAN [key1501, key5082) key2026=>value37187 key2115=>value44219 key2991=>value62142 key3581=>value59630 key3706=>value97385 key3899=>value58720 key4034=>value26324 key4153=>value21966 key4309=>value43736 key4647=>value85815 key5072=>value97124
SCAN [key3816, key6469) key3899=>value58720 key4034=>value26324 key4153=>value21966 key4309=>value43736 key4647=>value85815 key5072=>value97124 key5116=>value63095 key5134=>value78191 key543=>value92509 key5431=>value32063
SCAN [key2477, key8235) key2991=>value62142
SCAN [key2810, key9024) key2991=>value62142 key3404=>value83189
SCAN [key1661, key7091) key1784=>value23495 key1829=>value55533 key2026=>value37187 key2115=>value44219 key2351=>value51250 key6447=>value42470
SCAN [key1147, key9319) key1147=>value28784 key1150=>value57670 key1185=>value3441 key1191=>value56698 key1225=>value50852 key1228=>value62266 key1232=>value10582 key1283=>value85689 key1287=>value15816 key1292=>value35098 key1520=>value70759 key1642=>value33682 key1784=>value23495 key1829=>value55533 key2026=>value37187 key2115=>value44219 key2180=>value61928 key2351=>value51250 key2396=>value76074 key2439=>value70505 key2460=>value72186 key2572=>value16177 key2576=>value20270 key3011=>value62720 key3065=>value49215 key3492=>value72873 key3751=>value40656 key4863=>value67181 key4907=>value18398 key5005=>value97787 key5094=>value46783 key5189=>value38458 key5761=>value14960 key6009=>value83804 key6447=>value42470 key6517=>value30134 key7175=>value4515 key722=>value18391 key7846=>value9744 key7864=>value61501 key7933=>value31681 key8586=>value46158 key9203=>value86385
SCAN [key1448, key6003)
GET key9873 => value29956
SCAN [key476, key6139) key5880=>value33260 key6009=>value83804 key6034=>value137
SCAN [key1677, key8891) key1782=>value17431 key181=>value56181 key2151=>value75394 key2284=>value86847 key2293=>value61012 key2645=>value47888 key2839=>value18917 key3109=>value9938 key3166=>value50110 key3174=>value9678 key3348=>value39088 key3911=>value37754 key3969=>value7297 key4132=>value8452 key4575=>value88430 key5480=>value70346 key5880=>value33260 key5882=>value33707 key6009=>value83804 key6034=>value137 key6098=>value75163 key6342=>value68588 key6447=>value42470 key6463=>value32654 key6517=>value30134 key6523=>value78631 key6552=>value52033 key663=>value44022 key6791=>value18026 key6854=>value26733 key7123=>value45705 key7175=>value4515 key722=>value18391 key7220=>value19771 key7368=>value32079 key7493=>value71475 key7808=>value60015 key7846=>value9744 key7864=>value61501 key7916=>value49496 key7930=>value99058 key7933=>value31681 key8032=>value67695 key8201=>value26493
SCAN [key3301, key4157) key3348=>value39088 key3911=>value37754 key3969=>value7297 key4132=>value8452
SCAN [key6594, key8719) key663=>value44022 key6791=>value18026 key6854=>value26733 key7123=>value45705 key7175=>value4515 key722=>value18391 key7220=>value19771 key7368=>value32079 key7493=>value71475 key7808=>value60015 key7846=>value9744 key7864=>value61501 key7916=>value49496 key7930=>value99058 key7933=>value31681 key8032=>value67695 key8201=>value26493
SCAN [key3425, key7353) key3911=>value37754 key3969=>value7297 key4132=>value8452 key4575=>value88430 key5480=>value70346 key5880=>value33260 key5882=>value33707 key6009=>value83804 key6034=>value137 key6098=>value75163 key6342=>value68588 key6447=>value42470 key6463=>value32654 key6517=>value30134 key6523=>value78631 key6552=>value52033 key663=>value44022 key6791=>value18026 key6854=>value26733 key7123=>value45705 key7175=>value4515 key722=>value18391 key7220=>value19771
SCAN [key5062, key5618) key5480=>value70346
SCAN [key3119, key3775) key3166=>value50110 key3174=>value9678 key3348=>value39088
SCAN [key1863, key8605) key212=>value7827 key2151=>value75394 key3911=>value37754 key3969=>value7297 key4132=>value8452 key4575=>value88430 key4661=>value97619 key4769=>value37537 key5090=>value91173 key5480=>value70346 key5850=>value39824 key5880=>value33260 key5882=>value33707 key6009=>value83804 key6034=>value137 key6074=>value62432 key6098=>value75163 key6342=>value68588 key6447=>value42470 key6463=>value32654 key6517=>value30134 key6523=>value78631 key6533=>value70890 key6552=>value52033 key663=>value44022 key6791=>value18026 key6854=>value26733 key7123=>value45705 key7148=>value21199 key7175=>value4515 key722=>value18391 key7220=>value19771 key7334=>value58848 key7368=>value32079 key7478=>value11315 key7493=>value71475 key7567=>value50506 key7808=>value60015 key7846=>value9744 key7864=>value61501 key7916=>value49496 key7930=>value99058 key7933=>value31681 key7993=>value55720 key8032=>value67695 key8201=>value26493
SCAN [key4538, key80) key4575=>value88430 key4661=>value97619 key4769=>value37537 key5090=>value91173 key5480=>value70346 key5850=>value39824 key5880=>value33260 key5882=>value33707 key6009=>value83804 key6034=>value137 key6074=>value62432 key6098=>value75163 key6342=>value68588 key6447=>value42470 key6463=>value32654 key6517=>value30134 key6523=>value78631 key6533=>value70890 key6552=>value52033 key663=>value44022 key6791=>value18026 key6854=>value26733 key7123=>value45705 key7148=>value21199 key7175=>value4515 key722=>value18391 key7220=>value19771 key7334=>value58848 key7368=>value32079 key7478=>value11315 key7493=>value71475 key7567=>value50506 key7808=>value60015 key7846=>value9744 key7864=>value61501 key7916=>value49496 key7930=>value99058 key7933=>value31681 key7993=>value55720
SCAN [key2317, key8714) key3911=>value37754 key3969=>value7297 key4132=>value8452 key4575=>value88430 key4661=>value97619 key4769=>value37537 key5090=>value91173 key5480=>value70346 key5850=>value39824 key5880=>value33260 key5882=>value33707 key6009=>value83804 key6034=>value137 key6074=>value62432 key6098=>value75163 key6342=>value68588 key6447=>value42470 key6463=>value32654 key6517=>value30134 key6523=>value78631 key6533=>value70890 key6552=>value52033 key663=>value44022 key6791=>value18026 key6854=>value26733 key7123=>value45705 key7148=>value21199 key7175=>value4515 key722=>value18391 key7220=>value19771 key7334=>value58848 key7368=>value32079 key7478=>value11315 key7493=>value71475 key7567=>value50506 key7808=>value60015 key7846=>value9744 key7864=>value61501 key7916=>value49496 key7930=>value99058 key7933=>value31681 key7993=>value55720 key8032=>value67695 key8201=>value26493
SCAN [key1156, key5949) key116=>value5616 key1187=>value66420 key1349=>value22939 key1374=>value8008 key1440=>value19191 key1513=>value84033 key1573=>value55824 key1774=>value11562 key1782=>value17431 key181=>value56181 key212=>value7827 key2151=>value75394 key3911=>value37754 key3969=>value7297 key4132=>value8452 key4575=>value88430 key4661=>value97619 key4769=>value37537 key5090=>value91173 key5480=>value70346 key5850=>value39824 key5880=>value33260 key5882=>value33707
SCAN [key3697, key6426) key3911=>value37754 key3969=>value7297 key4132=>value8452 key4504=>value8222 key4575=>value88430 key4661=>value97619 key4769=>value37537 key5090=>value91173 key5480=>value70346 key5850=>value39824 key5880=>value33260 key5882=>value33707 key6009=>value83804 key6034=>value137 key6074=>value62432 key6098=>value75163 key6342=>value68588
SCAN [key483, key5993)
SCAN [key2226, key5974)
SCAN [key1904, key4993) key4483=>value92984
SCAN [key3694, key8426) key4483=>value92984 key7284=>value49113 key7581=>value88918 key7661=>value32406 key8261=>value49255 key8410=>value30356
SCAN [key1176, key4286) key1342=>value40228 key21=>value87077 key2452=>value99834 key3245=>value31396 key3609=>value16093 key3640=>value91092 key4191=>value25288
SCAN [key5164, key6049)
SCAN [key3446, key5162)
SCAN [key2803, key3624)
